Disaster,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,Godakawela,Ratnapura,2011,11,19,268.2,0
Flood,Wembiyagoda,Ratnapura,2009,8,9,300.6,0
Flood,Davugalagama,Ratnapura,2009,8,17,300.6,0
Flood,Pitigalakanda,Ratnapura,2009,8,17,300.6,0
Flood,Koswatta,Ratnapura,2009,8,23,300.6,0
Flood,Thapassarakanda,Ratnapura,2009,8,2,300.6,0
Flood,Jathuwangoda,Ratnapura,2009,8,20,300.6,0
Flood,Davugalagama,Ratnapura,2003,5,16,473.2,0
Flood,Kalawana East,Ratnapura,2009,8,1,300.6,0
Flood,Meepagama,Ratnapura,2009,8,6,300.6,0
Flood,Kukulegama South,Ratnapura,2009,8,25,300.6,0
Flood,Wewagama,Ratnapura,2009,8,21,300.6,0
Flood,Delgoda West,Ratnapura,2009,8,29,300.6,0
Flood,Delgoda East,Ratnapura,2009,8,17,300.6,0
Flood,Kukulegama North,Ratnapura,2009,8,17,300.6,0
Flood,Hangarangala,Ratnapura,2009,8,2,300.6,0
Flood,Wewelkandura,Ratnapura,2009,8,28,300.6,0
Flood,Kahawatta,Ratnapura,2008,1,7,195.0,0
Flood,Kodippilikanda,Ratnapura,2008,5,14,473.2,0
Flood,Koswatta,Ratnapura,2003,5,21,473.2,0
Flood,Samanpura,Ratnapura,2009,8,2,300.6,0
Flood,Kolambewa,Ratnapura,2008,4,28,517.6,1
Flood,Dewalayagawa,Ratnapura,2003,5,9,473.2,0
Flood,Ketaliyanpalla,Ratnapura,2004,4,26,517.6,0
Flood,Weralupa,Ratnapura,2009,6,2,300.3,0
Flood,Mihidugama,Ratnapura,2009,6,27,300.3,0
Flood,Dewalayagawa,Ratnapura,2009,6,16,300.3,0
Flood,Angammana,Ratnapura,2009,6,19,300.3,0
Flood,Batugedara,Ratnapura,2009,6,10,300.3,0
Flood,Tiriwanaketiya,Ratnapura,2009,6,3,300.3,0
Flood,Kolombugama,Ratnapura,2008,2,13,241.0,0
Flood,Pahala Karavita,Ratnapura,2008,2,7,241.0,0
Flood,Uda Karavita,Ratnapura,2008,2,3,241.0,0
Flood,Horangala,Ratnapura,2008,2,26,241.0,0
Flood,Wathupitiya,Ratnapura,2008,2,20,241.0,0
Flood,Mudduwa East,Ratnapura,2009,6,8,300.3,0
Flood,Noragalla,Ratnapura,2008,2,8,241.0,0
Flood,Pathakada,Ratnapura,2008,2,12,241.0,0
Flood,Horanekarakanda,Ratnapura,2008,2,24,241.0,0
Flood,Watapatha,Ratnapura,2003,5,3,473.2,0
Flood,Pinkanda,Ratnapura,2003,5,9,473.2,0
Flood,Pathakada,Ratnapura,2003,5,12,473.2,0
Flood,Thuttiripitiya,Ratnapura,2003,5,2,473.2,0
Flood,Sidurupitiya,Ratnapura,2003,5,9,473.2,0
Flood,Yakdehiwatta,Ratnapura,2003,5,26,473.2,0
Flood,Panahetagala,Ratnapura,2003,5,8,473.2,0
Flood,Horangala,Ratnapura,2003,5,7,473.2,0
Flood,Wathupitiya,Ratnapura,2003,5,4,473.2,0
Flood,Yakdehiwatta,Ratnapura,2008,2,3,241.0,0
Flood,Mudduwa,Ratnapura,2003,5,11,473.2,0
Flood,Kahangama,Ratnapura,2009,6,11,300.3,0
Flood,Godigamuwa Mahawala,Ratnapura,2009,6,13,300.3,0
Flood,Kahangama,Ratnapura,2004,4,14,517.6,0
Flood,Ketaliyanpalla,Ratnapura,2005,10,30,561.4,0
Flood,Kahangama,Ratnapura,2005,10,29,561.4,0
Flood,Weralupa,Ratnapura,2006,12,21,348.0,0
Flood,Angammana,Ratnapura,2006,12,17,348.0,0
Flood,Ketaliyanpalla,Ratnapura,2006,12,2,348.0,0
Flood,Kahangama,Ratnapura,2006,12,26,348.0,0
Flood,Elapatha,Ratnapura,2011,5,26,341.5,0
Flood,Kuruvita,Ratnapura,2011,5,26,341.5,0
Flood,Kiriella,Ratnapura,2011,5,23,341.5,0
Flood,Ratnapura,Ratnapura,2011,5,10,341.5,0
Flood,Mudduwagama,Ratnapura,2009,6,11,300.3,0
Flood,Kahawatta,Ratnapura,2011,5,11,341.5,0
Flood,Nivithigala,Ratnapura,2011,5,21,341.5,0
Flood,Kalawana,Ratnapura,2011,5,23,341.5,0
Flood,Ayagama,Ratnapura,2011,5,12,341.5,0
Flood,Pelmadulla,Ratnapura,2011,4,21,731.7,0
Flood,Ellegedara,Ratnapura,2008,4,26,517.6,0
Flood,Amuthagoda,Ratnapura,2008,4,3,517.6,0
Flood,Embilipitiya,Ratnapura,2011,1,8,205.1,0
Flood,Meehitiya,Ratnapura,2008,4,11,517.6,0
Flood,Kahangama,Ratnapura,2007,10,4,561.4,0
Flood,Ratnapura,Ratnapura,2011,1,8,205.1,0
Flood,Muwagama,Ratnapura,2009,6,5,300.3,0
Flood,Eheliyagoda,Ratnapura,2011,5,17,341.5,0
Flood,Ellawala Pahalagama,Ratnapura,2008,7,18,291.0,1
Flood,Pimbura,Ratnapura,2008,4,28,517.6,1
Flood,Dumbara,Ratnapura,2008,4,28,517.6,1
Flood,Dombagammana,Ratnapura,2009,11,22,547.8,1
Flood,Pelmadulla,Ratnapura,2019,7,8,291.0,0
Flood,Ratnapura,Ratnapura,2019,7,1,291.0,0
Flood,Ratnapura,Ratnapura,2019,8,8,300.6,0
Flood,Elapatha,Ratnapura,2019,8,5,300.6,0
Flood,Kiriella,Ratnapura,2019,8,29,300.6,0
Flood,Ratnapura,Ratnapura,2019,8,19,300.6,0
Flood,Kiriella,Ratnapura,2008,5,31,473.2,1
Flood,Idangoda,Ratnapura,2008,5,31,473.2,1
Flood,Epitiawala,Ratnapura,2008,5,31,473.2,1
Flood,Yatipawwa,Ratnapura,2008,5,31,473.2,1
Flood,Mudunkotuwa,Ratnapura,2008,5,31,473.2,1
Flood,Dodampe West,Ratnapura,2008,5,31,473.2,1
Flood,Dodampe,Ratnapura,2008,5,31,473.2,1
Flood,Akurana,Ratnapura,2008,5,31,473.2,1
Flood,Kanuggalla,Ratnapura,2008,5,31,473.2,1
Flood,Ellawala,Ratnapura,2008,5,31,473.2,1
Flood,Ellegawa,Ratnapura,2008,5,31,473.2,1
Flood,Matuwagala,Ratnapura,2008,5,31,473.2,1
Flood,Ellawala Pahalagama,Ratnapura,2008,5,31,473.2,1
Flood,Munasinghapura,Ratnapura,2008,5,31,473.2,1
Flood,Handukanda,Ratnapura,2008,5,31,473.2,1
Flood,Holeepitiya,Ratnapura,2008,5,31,473.2,1
Flood,Noragalla,Ratnapura,2009,11,22,547.8,1
Flood,Kiriella,Ratnapura,2009,8,17,300.6,1
Flood,On Rakwana Pothupitiya Road,Ratnapura,2009,8,16,300.6,1
Flood,Kahangama,Ratnapura,2009,8,17,300.6,1
Flood,Kahawatta,Ratnapura,2009,8,16,300.6,1
Flood,Udugala,Ratnapura,2009,9,16,353.5,1
Flood,Udugala North,Ratnapura,2009,9,16,353.5,1
Flood,Pimbura,Ratnapura,2009,9,16,353.5,1
Flood,Nikagoda,Ratnapura,2009,9,16,353.5,1
Flood,Elapatha,Ratnapura,2017,5,27,983.3,0
Flood,Pelmadulla,Ratnapura,2017,5,29,983.3,0
Flood,Ratnapura,Ratnapura,2017,5,30,983.3,0
Flood,Hidallana,Ratnapura,2007,8,31,300.6,1
Flood,Marapana,Ratnapura,2007,8,31,300.6,1
Flood,Beliathwila,Ratnapura,2007,8,31,300.6,1
Flood,Deheragoda,Ratnapura,2008,5,31,473.2,1
Flood,Idangoda,Ratnapura,2007,8,31,300.6,1
Flood,Karangoda,Ratnapura,2007,8,31,300.6,1
Flood,Mudunkotuwa,Ratnapura,2007,8,31,300.6,1
Flood,Embilipitiya,Ratnapura,2018,5,6,586.4,0
Flood,Kahawatta,Ratnapura,2009,6,30,300.3,1
Flood,Pottakanda,Ratnapura,2009,6,30,300.3,1
Flood,Parakaduwa,Ratnapura,2009,6,30,300.3,1
Flood,Kiriella,Ratnapura,2009,6,30,300.3,1
Flood,Galathura,Ratnapura,2009,6,30,300.3,1
Flood,Kolonna,Ratnapura,2018,5,15,586.4,0
Flood,Keneligoda,Ratnapura,2009,8,16,300.6,1
Flood,Parakaduwa,Ratnapura,2009,8,16,300.6,1
Flood,Ihalagama,Ratnapura,2007,8,31,300.6,1
Flood,Embilipitiya,Ratnapura,2016,5,1,811.3,0
Flood,Opanayaka,Ratnapura,2016,5,12,811.3,0
Flood,Kalawana,Ratnapura,2016,5,21,811.3,0
Flood,Kolombugama,Ratnapura,2014,2,28,76.8,0
Flood,Divurumpitiya,Ratnapura,2014,2,19,76.8,0
Flood,Kahawatta,Ratnapura,2014,2,5,76.8,0
Flood,Pottakanda,Ratnapura,2014,2,19,76.8,0
Flood,Parakaduwa,Ratnapura,2014,2,2,76.8,0
Flood,Wegapitiya,Ratnapura,2014,2,1,76.8,0
Flood,Kiriella,Ratnapura,2014,2,5,76.8,0
Flood,On Rakwana Pothupitiya Road,Ratnapura,2014,2,22,76.8,0
Flood,Divurumpitiya,Ratnapura,2011,5,4,341.5,0
Flood,Kahawatta,Ratnapura,2011,1,14,205.1,0
Flood,Parakaduwa,Ratnapura,2011,1,26,205.1,0
Flood,Kalaella,Ratnapura,2014,3,2,76.8,0
Flood,Kiriella,Ratnapura,2011,1,11,205.1,0
Flood,Kalaella,Ratnapura,2011,1,25,205.1,0
Flood,Divurumpitiya,Ratnapura,2011,1,25,205.1,0
Flood,Kolombugama,Ratnapura,2011,1,4,205.1,0
Flood,On Rakwana Pothupitiya Road,Ratnapura,2011,1,30,205.1,0
Flood,Gangodakanda,Ratnapura,2011,1,28,205.1,0
Flood,Pottakanda,Ratnapura,2011,4,17,731.7,0
Flood,Pallebadda,Ratnapura,2011,1,16,205.1,0
Flood,All District,Ratnapura,2011,8,5,306.7,0
Flood,All Districts,Ratnapura,2011,1,14,205.1,0
Flood,Panamura,Ratnapura,2003,5,17,473.2,1
Flood,Sudugala,Ratnapura,2003,5,17,473.2,1
Flood,Kahangama,Ratnapura,2011,1,27,205.1,0
Flood,Karangoda,Ratnapura,2009,8,16,300.6,1
Flood,Mawela,Ratnapura,2014,2,3,76.8,0
Flood,Kahangama,Ratnapura,2014,12,28,444.0,0
Flood,Elapatha,Ratnapura,2016,5,10,811.3,0
Flood,Weligepola,Ratnapura,2016,5,27,811.3,0
Flood,Godakawela,Ratnapura,2016,5,12,811.3,0
Flood,Nivithigala,Ratnapura,2016,5,17,811.3,0
Flood,Ayagama,Ratnapura,2016,5,27,811.3,0
Flood,Kahawatta,Ratnapura,2016,5,24,811.3,0
Flood,Kiriella,Ratnapura,2016,5,11,811.3,0
Flood,Denawaka Pathakada,Ratnapura,2008,4,28,517.6,1
Flood,Beliatta,Ratnapura,2008,4,28,517.6,1
Flood,Hangunmitiya,Ratnapura,2008,4,29,517.6,1
Flood,Mudunkotuwa West,Ratnapura,2008,4,28,517.6,1
Flood,Gangodakanda,Ratnapura,2014,2,2,76.8,0
Flood,On Rakwana Pothupitiya Road,Ratnapura,2008,4,28,517.6,1
Flood,Dethabadakanda,Ratnapura,2008,4,28,517.6,1
Flood,Dumbara Manana,Ratnapura,2008,4,28,517.6,1
Flood,Nikagoda,Ratnapura,2008,4,28,517.6,1
Flood,Pelmadulla,Ratnapura,2019,12,17,348.0,0
Flood,Embilipitiya,Ratnapura,2016,5,6,811.3,0
Flood,Eheliyagoda,Ratnapura,2016,4,13,396.5,0
Flood,Kalaella,Ratnapura,2014,12,16,444.0,0
Flood,Kahawatta,Ratnapura,2014,12,4,444.0,0
Flood,Pottakanda,Ratnapura,2014,12,15,444.0,0
Flood,Rakwana,Ratnapura,2014,12,23,444.0,0
Flood,Kiriella,Ratnapura,2014,12,19,444.0,0
Flood,Pitakada,Ratnapura,2008,4,28,517.6,1
Flood,Jadura,Ratnapura,2003,5,17,473.2,1
Flood,Raddella,Ratnapura,2009,8,16,300.6,1
Flood,Niriella,Ratnapura,2009,8,16,300.6,1
Flood,Godakawela,Ratnapura,2017,10,7,511.7,0
Flood,Elapatha,Ratnapura,2017,10,12,511.7,0
Flood,Eheliyagoda,Ratnapura,2017,10,6,511.7,0
Flood,Koswatta,Ratnapura,2008,5,31,473.2,1
Flood,Dawulagama,Ratnapura,2008,5,31,473.2,1
Flood,Amuwala,Ratnapura,2008,7,18,291.0,1
Flood,Dellabada,Ratnapura,2008,7,18,291.0,1
Flood,Karanagoda,Ratnapura,2008,7,18,291.0,1
Flood,Samangama,Ratnapura,2008,7,18,291.0,1
Flood,Kalawana West,Ratnapura,2008,5,31,473.2,1
Flood,Samanpura,Ratnapura,2008,5,31,473.2,1
Flood,Hapugoda,Ratnapura,2008,5,31,473.2,1
Flood,Ayagama,Ratnapura,2017,9,28,611.7,0
Flood,Elapatha,Ratnapura,2017,9,4,611.7,0
Flood,Haldola,Ratnapura,2008,7,18,291.0,1
Flood,Raddella,Ratnapura,2008,7,18,291.0,1
Flood,Dambuluwana,Ratnapura,2008,7,18,291.0,1
Flood,Kahawatta,Ratnapura,2008,7,18,291.0,1
Flood,Kodippilikanda,Ratnapura,2008,7,18,291.0,1
Flood,Thuduwa,Ratnapura,2008,7,18,291.0,1
Flood,Kalawana West,Ratnapura,2008,7,18,291.0,1
Flood,Kuduwa,Ratnapura,2008,5,31,473.2,1
Flood,Kudumeeriya,Ratnapura,2008,5,31,473.2,1
Flood,Jathuwangoda,Ratnapura,2008,5,31,473.2,1
Flood,Kukulegama North,Ratnapura,2008,5,31,473.2,1
Flood,Rambuka,Ratnapura,2008,5,31,473.2,1
Flood,Wathurawa,Ratnapura,2008,5,31,473.2,1
Flood,Wembiyagoda,Ratnapura,2008,5,31,473.2,1
Flood,Karandana West,Ratnapura,2008,5,31,473.2,1
Flood,Kalatuwawa,Ratnapura,2008,5,30,473.2,1
Flood,Asgangula North,Ratnapura,2008,5,30,473.2,1
Flood,Pahalagama East,Ratnapura,2008,5,30,473.2,1
Flood,Nedurana,Ratnapura,2008,5,30,473.2,1
Flood,Haldoowa,Ratnapura,2008,5,30,473.2,1
Flood,Pitigalakanda,Ratnapura,2008,5,31,473.2,1
Flood,Uduwaka,Ratnapura,2008,5,31,473.2,1
Flood,Napawala,Ratnapura,2008,5,30,473.2,1
Flood,Pallegedara,Ratnapura,2008,7,18,291.0,1
Flood,Gangalagamuwa,Ratnapura,2008,5,31,473.2,1
Flood,Elapatha,Ratnapura,2008,7,18,291.0,1
Flood,Palawela,Ratnapura,2008,7,18,291.0,1
Flood,Magurugoda,Ratnapura,2008,7,18,291.0,1
Flood,Hangamuwa,Ratnapura,2008,7,18,291.0,1
Flood,Kotamulla,Ratnapura,2008,7,18,291.0,1
Flood,Kukulegama South,Ratnapura,2008,5,31,473.2,1
Flood,Meepagama,Ratnapura,2008,5,31,473.2,1
Flood,Wewelkandura,Ratnapura,2008,5,31,473.2,1
Flood,Wewagama,Ratnapura,2008,5,31,473.2,1
Flood,Hangarangala,Ratnapura,2008,5,31,473.2,1
Flood,Weddagala West,Ratnapura,2008,5,31,473.2,1
Flood,Weddagala East,Ratnapura,2008,5,31,473.2,1
Flood,Batakada,Ratnapura,2008,7,18,291.0,1
Flood,Kalawana East,Ratnapura,2008,5,31,473.2,1
Flood,Dawulagama,Ratnapura,2008,7,18,291.0,1
Flood,Delgoda West,Ratnapura,2008,5,31,473.2,1
Flood,Pitigalakanda,Ratnapura,2008,7,18,291.0,1
Flood,Thaqpassarakanda,Ratnapura,2008,7,18,291.0,1
Flood,Ketepola,Ratnapura,2008,7,18,291.0,1
Flood,Madabaddara,Ratnapura,2008,7,18,291.0,1
Flood,Pahala Galathura,Ratnapura,2008,7,18,291.0,1
Flood,Galathura,Ratnapura,2008,7,18,291.0,1
Flood,Pallekada,Ratnapura,2008,7,18,291.0,1
Flood,Udugala North,Ratnapura,2008,7,18,291.0,1
Flood,Udugala,Ratnapura,2008,7,18,291.0,1
Flood,Kiranodagama,Ratnapura,2008,10,1,561.4,1
Flood,Gabbela,Ratnapura,2008,10,1,561.4,1
Flood,Kukulegama South,Ratnapura,2008,7,18,291.0,1
Flood,Nugawela West,Ratnapura,2008,10,1,561.4,1
Flood,Panapitiya North,Ratnapura,2008,10,1,561.4,1
Flood,Panapitiya South,Ratnapura,2008,10,1,561.4,1
Flood,Kalaella,Ratnapura,2008,10,1,561.4,1
Flood,Nambuluwa,Ratnapura,2008,10,1,561.4,1
Flood,Weladura,Ratnapura,2008,10,1,561.4,1
Flood,Pelmadulla,Ratnapura,2017,4,28,200.9,0
Flood,Kuruvita,Ratnapura,2017,4,20,200.9,0
Flood,Ayagama,Ratnapura,2018,5,10,586.4,0
Flood,Atakalapanna,Ratnapura,2008,10,1,561.4,1
Flood,Pahamunupanna,Ratnapura,2008,10,1,561.4,1
Flood,Kahangama,Ratnapura,2009,6,30,300.3,1
Flood,Nugawela East,Ratnapura,2008,10,1,561.4,1
Flood,Haldola,Ratnapura,2009,8,16,300.6,1
Flood,Meepagama,Ratnapura,2008,7,18,291.0,1
Flood,Weddagala East,Ratnapura,2008,7,18,291.0,1
Flood,Delgoda East,Ratnapura,2008,5,31,473.2,1
Flood,Kahawatta,Ratnapura,2017,5,23,983.3,0
Flood,Kolonna,Ratnapura,2017,5,20,983.3,0
Flood,Opanayaka,Ratnapura,2017,5,17,983.3,0
Flood,Balangoda,Ratnapura,2017,5,23,983.3,0
Flood,Ratnapura,Ratnapura,2017,5,23,983.3,0
Flood,Ilumbakanda,Ratnapura,2008,5,31,473.2,1
Flood,Eheliyagoda,Ratnapura,2018,5,28,586.4,0
Flood,Eheliyagoda,Ratnapura,2018,5,27,586.4,0
Flood,Kuruvita,Ratnapura,2018,5,4,586.4,0
Flood,Kuruvita,Ratnapura,2018,5,12,586.4,0
Flood,Weddagala West,Ratnapura,2008,7,18,291.0,1
Flood,Nivithigala,Ratnapura,2018,5,5,586.4,0
Flood,Ratnapura,Ratnapura,2018,5,29,586.4,0
Flood,Ratnapura,Ratnapura,2018,5,9,586.4,0
Flood,Elapatha,Ratnapura,2018,5,9,586.4,0
Flood,Kahawatta,Ratnapura,2018,5,26,586.4,0
Flood,Kalawana,Ratnapura,2018,5,13,586.4,0
Flood,Kalawana,Ratnapura,2018,5,17,586.4,0
Flood,Kiriella,Ratnapura,2018,5,1,586.4,0
Flood,Pelmadulla,Ratnapura,2018,5,25,586.4,0
Flood,Koswatta,Ratnapura,2008,7,18,291.0,1
Flood,Jathuwangoda,Ratnapura,2008,7,18,291.0,1
Flood,Kukulegama North,Ratnapura,2008,7,18,291.0,1
Flood,Nivithigala,Ratnapura,2018,5,17,586.4,0
Flood,Padalangala,Ratnapura,2003,5,17,473.2,1
Flood,Miriswelpotha,Ratnapura,2003,5,17,473.2,1
Flood,Modarawana,Ratnapura,2003,5,17,473.2,1
Flood,Kolonna,Ratnapura,2005,12,10,348.0,0
Flood,Kiridigala,Ratnapura,2009,11,2,547.8,0
Flood,Wijayanthakumbura,Ratnapura,2009,11,16,547.8,0
Flood,Massenna,Ratnapura,2009,11,28,547.8,0
Flood,Balangoda,Ratnapura,2009,11,5,547.8,0
Flood,Wembiyagoda,Ratnapura,2008,1,5,195.0,1
Flood,Kukulegama North,Ratnapura,2008,1,5,195.0,1
Flood,Hangarangala,Ratnapura,2008,1,5,195.0,1
Flood,Wewelkandura,Ratnapura,2008,1,5,195.0,1
Flood,Koswatta,Ratnapura,2008,1,5,195.0,1
Flood,Nivithigala,Ratnapura,2014,10,12,813.0,0
Flood,Elapatha,Ratnapura,2014,10,24,813.0,0
Flood,Davugalagama,Ratnapura,2008,1,5,195.0,1
Flood,Karandana South,Ratnapura,2008,4,30,517.6,1
Flood,Jasinkanda,Ratnapura,2009,11,5,547.8,0
Flood,Kiridigala,Ratnapura,2008,1,22,195.0,0
Flood,Polwathugoda,Ratnapura,2008,1,22,195.0,0
Flood,Kiridigala,Ratnapura,2007,12,15,348.0,0
Flood,Rassagala,Ratnapura,2007,12,18,348.0,0
Flood,Welekumbura,Ratnapura,2007,3,22,273.9,0
Flood,Jasinkanda,Ratnapura,2007,12,13,348.0,0
Flood,Polwathugoda,Ratnapura,2007,12,8,348.0,0
Flood,Kiridigala,Ratnapura,2006,12,13,348.0,0
Flood,Ereporuwa,Ratnapura,2007,10,19,561.4,0
Flood,Walakada,Ratnapura,2006,12,26,348.0,0
Flood,Kella,Ratnapura,2005,12,10,348.0,0
Flood,Omalpe,Ratnapura,2006,5,11,473.2,0
Flood,Kandangoda South,Ratnapura,2003,5,5,473.2,0
Flood,Kithulpe,Ratnapura,2003,5,10,473.2,0
Flood,Pussella,Ratnapura,2003,5,30,473.2,0
Flood,Kahengama,Ratnapura,2003,5,19,473.2,0
Flood,Pahalagama,Ratnapura,2003,5,21,473.2,0
Flood,Miyanadeniya,Ratnapura,2003,5,12,473.2,0
Flood,Galukagama,Ratnapura,2003,5,12,473.2,0
Flood,Ovitigama,Ratnapura,2003,5,23,473.2,0
Flood,Kahengama West,Ratnapura,2003,5,19,473.2,0
Flood,Kosgoda,Ratnapura,2003,5,18,473.2,0
Flood,Ihalagama,Ratnapura,2003,5,5,473.2,0
Flood,Rassagala,Ratnapura,2006,11,10,547.8,0
Flood,Medagama,Ratnapura,2003,5,6,473.2,0
Flood,Godagama,Ratnapura,2003,5,29,473.2,0
Flood,Dombagasvinna,Ratnapura,2009,2,20,241.0,0
Flood,Denawaka Pathakada,Ratnapura,2003,5,29,473.2,0
Flood,Maduwanwela,Ratnapura,2006,12,6,348.0,0
Flood,Gangalagamuwa,Ratnapura,2008,1,5,195.0,1
Flood,Delgoda West,Ratnapura,2008,4,28,517.6,1
Flood,Dorapane,Ratnapura,2001,7,10,291.0,0
Flood,Pupulaketiya,Ratnapura,2006,11,24,547.8,0
Flood,Habbeliara,Ratnapura,2006,11,8,547.8,0
Flood,Poddana,Ratnapura,2005,12,23,348.0,0
Flood,Poddana,Ratnapura,2005,12,29,348.0,0
Flood,Godagama,Ratnapura,2009,11,16,547.8,0
Flood,Karandana West,Ratnapura,2008,4,30,517.6,1
Flood,Getahetta,Ratnapura,2008,4,30,517.6,1
Flood,Walavita,Ratnapura,2008,4,30,517.6,1
Flood,Rassagala,Ratnapura,2001,12,15,348.0,0
Flood,Welekumbura,Ratnapura,2001,12,30,348.0,0
Flood,Jahinkanda,Ratnapura,2001,4,15,517.6,0
Flood,Polwathugoda,Ratnapura,2001,12,4,348.0,0
Flood,Kiridigala,Ratnapura,2000,8,6,300.6,0
Flood,Rassagala,Ratnapura,2000,8,24,300.6,0
Flood,Welekumbura,Ratnapura,2000,8,13,300.6,0
Flood,Polwathugoda,Ratnapura,2000,8,20,300.6,0
Flood,Jasinkanda,Ratnapura,2000,8,15,300.6,0
Flood,Kuruvita,Ratnapura,2011,1,4,205.1,0
Flood,Ratnapura,Ratnapura,2011,1,26,205.1,0
Flood,Kiridigala,Ratnapura,2001,12,29,348.0,0
Flood,Balangoda,Ratnapura,2011,1,7,205.1,0
Flood,Ratnapura,Ratnapura,2011,1,28,205.1,0
Flood,Medagama,Ratnapura,2008,4,29,517.6,1
Flood,Kandangoda,Ratnapura,2008,4,29,517.6,1
Flood,Galukagama,Ratnapura,2008,4,29,517.6,1
Flood,Miyanadeniya,Ratnapura,2008,4,29,517.6,1
Flood,Ovitigama,Ratnapura,2008,4,29,517.6,1
Flood,Ihalagama,Ratnapura,2008,4,29,517.6,1
Flood,Kithulpe,Ratnapura,2008,4,29,517.6,1
Flood,Wanniyawatta,Ratnapura,2008,4,29,517.6,1
Flood,Norangala,Ratnapura,2008,4,29,517.6,1
Flood,Yakdehiwatta,Ratnapura,2008,4,29,517.6,1
Flood,Embilipitiya,Ratnapura,2011,1,6,205.1,0
Flood,Kiragala,Ratnapura,2003,5,2,473.2,0
Flood,Polwathugoda,Ratnapura,2002,4,30,517.6,0
Flood,Welekumbura,Ratnapura,2002,4,10,517.6,0
Flood,Mapota,Ratnapura,2008,4,30,517.6,1
Flood,Opanayaka,Ratnapura,2008,4,30,517.6,1
Flood,Pahala Kuruvita,Ratnapura,2008,4,29,517.6,1
Flood,Welekumbura,Ratnapura,2006,12,30,348.0,0
Flood,Jasinkanda,Ratnapura,2006,11,2,547.8,0
Flood,Polwathugoda,Ratnapura,2006,5,3,473.2,0
Flood,Kiridigala,Ratnapura,2005,1,7,195.0,0
Flood,Rassagala,Ratnapura,2005,11,25,547.8,0
Flood,Welekumbura,Ratnapura,2005,4,30,517.6,0
Flood,Jasinkanda,Ratnapura,2005,2,7,241.0,0
Flood,Polwathugoda,Ratnapura,2005,11,3,547.8,0
Flood,Jasinkanda,Ratnapura,2002,4,23,517.6,0
Flood,Balangoda Town,Ratnapura,2004,12,28,348.0,0
Flood,Rassagala,Ratnapura,2004,12,19,348.0,0
Flood,Welekumbura,Ratnapura,2004,12,7,348.0,0
Flood,Jasinkanda,Ratnapura,2004,12,30,348.0,0
Flood,Polwathugoda,Ratnapura,2004,12,11,348.0,0
Flood,Balangoda Town,Ratnapura,2003,7,9,291.0,0
Flood,Kiridigala,Ratnapura,2003,10,17,561.4,0
Flood,Rassagala,Ratnapura,2003,10,29,561.4,0
Flood,Welekumbura,Ratnapura,2003,10,15,561.4,0
Flood,Polwathugoda,Ratnapura,2003,10,11,561.4,0
Flood,Balangoda Town,Ratnapura,2002,4,2,517.6,0
Flood,Kiridigala,Ratnapura,2002,4,22,517.6,0
Flood,Kiridigala,Ratnapura,2004,12,17,348.0,0
Flood,Pathagama,Ratnapura,2003,5,19,473.2,0
Flood,Kuruvita,Ratnapura,2003,5,29,473.2,0
Flood,Yainna,Ratnapura,2003,5,10,473.2,0
Flood,Hangamuwa,Ratnapura,2007,8,31,300.6,1
Flood,Kotamulla,Ratnapura,2007,8,31,300.6,1
Flood,Erattana,Ratnapura,2010,2,5,111.9,1
Flood,Galathura,Ratnapura,2010,5,10,658.5,0
Flood,Sinhalagoda,Ratnapura,2010,5,22,658.5,0
Flood,Pallekada,Ratnapura,2010,5,15,658.5,0
Flood,Ayagama,Ratnapura,2010,5,18,658.5,0
Flood,Pallegedara,Ratnapura,2010,5,5,658.5,0
Flood,Samangama,Ratnapura,2010,5,20,658.5,0
Flood,Karangoda,Ratnapura,2010,5,14,658.5,0
Flood,Haldola,Ratnapura,2010,5,9,658.5,0
Flood,Dambulwana,Ratnapura,2009,8,16,300.6,1
Flood,Raddella,Ratnapura,2010,5,8,658.5,0
Flood,Dambuluwana,Ratnapura,2010,5,9,658.5,0
Flood,Dodampe East,Ratnapura,2010,5,3,658.5,0
Flood,Munasinhapura,Ratnapura,2010,5,28,658.5,0
Flood,Ellawala,Ratnapura,2010,5,7,658.5,0
Flood,Dodampe West,Ratnapura,2010,5,4,658.5,0
Flood,Matuwagala,Ratnapura,2010,5,5,658.5,0
Flood,Kiriella,Ratnapura,2010,5,20,658.5,0
Flood,Idangoda,Ratnapura,2010,5,12,658.5,0
Flood,Epitawala,Ratnapura,2010,5,30,658.5,0
Flood,Yatipawwa,Ratnapura,2010,5,15,658.5,0
Flood,Mudunkotuwa,Ratnapura,2010,5,8,658.5,0
Flood,Kahawatta,Ratnapura,2010,5,6,658.5,0
Flood,Kalatuwawa West,Ratnapura,2010,5,15,658.5,0
Flood,Delbada,Ratnapura,2008,5,31,473.2,1
Flood,Palawela,Ratnapura,2003,5,17,473.2,1
Flood,Kolambage Ara,Ratnapura,2003,5,17,473.2,1
Flood,Thimbolketiya,Ratnapura,2003,5,17,473.2,1
Flood,Kumbugoda Ara,Ratnapura,2003,5,17,473.2,1
Flood,Julangete,Ratnapura,2003,5,17,473.2,1
Flood,Moraketiya,Ratnapura,2003,5,17,473.2,1
Flood,Walalgoda,Ratnapura,2003,5,17,473.2,1
Flood,Konkatuwa,Ratnapura,2003,5,17,473.2,1
