Disaster,Location,District,Year,Month,Day,Rainfall(mm),Landslide
Landslide,Akurana,Kandy,2006,11,18,373.6,1
Landslide,Passara,Badulla,2006,11,28,279.0,1
Landslide,Pathahewaheta,Kandy,2006,10,26,469.2,1
Landslide,Hali-Ela,Badulla,2006,11,28,279.0,1
Landslide,Uva Paranagama,Badulla,2006,11,20,279.0,1
Landslide,Uva Paranagama,Badulla,2006,11,19,279.0,1
Landslide,Uva Paranagama,Badulla,2006,12,19,223.0,1
Landslide,Badulla,Badulla,2006,11,28,279.0,1
Landslide,Kuruvita,Ratnapura,2006,10,21,561.4,1
Landslide,Badulla,Badulla,2006,10,22,280.0,1
Landslide,Pathahewaheta,Kandy,2006,11,8,373.6,1
Landslide,Kegalle,Kegalle,2006,10,11,374.0,1
Landslide,Baddegama,Galle,2006,8,13,218.0,1
Landslide,Aranayaka,Kegalle,2006,11,18,314.0,1
Landslide,Ibbagamuwa,Kurunegala,2006,1,15,62.0,1
Landslide,Puwakpitiya(GN),Matale,2006,1,2,90.0,1
Landslide,Wariyapolawatta(GN),Matale,2006,1,2,90.0,1
Landslide,Wariyapola(GN),Matale,2006,1,2,90.0,1
Landslide,Iriyagolla(GN),Matale,2006,1,2,90.0,1
Landslide,Akurana,Kandy,2006,11,3,373.6,1
Landslide,Imbulandanda(GN),Matale,2006,1,2,90.0,1
Landslide,Parawatta(GN),Matale,2006,1,2,90.0,1
Landslide,Palapathwela(GN),Matale,2006,1,2,90.0,1
Landslide,Aluviharaya(GN),Matale,2006,1,2,90.0,1
Landslide,Kotteoda(GN),Matale,2006,1,2,90.0,1
Landslide,Dikkiriya(GN),Matale,2006,1,2,90.0,1
Landslide,Dunkolawatta(GN),Matale,2006,1,2,90.0,1
Landslide,Dorakumbura(GN),Matale,2006,1,2,90.0,1
Landslide,Akurana,Kandy,2006,11,9,373.6,1
Landslide,Akurana,Kandy,2006,11,13,373.6,1
Landslide,Galwadukumbura(GN),Matale,2006,1,2,90.0,1
Landslide,Golahenwatta(GN),Matale,2006,1,2,90.0,1
Landslide,Akurana,Kandy,2006,8,18,148.6,1
Landslide,Akurana,Kandy,2006,8,3,148.6,1
Landslide,Akurana,Kandy,2006,3,4,158.5,1
Landslide,Akurana,Kandy,2006,3,10,158.5,1
Landslide,Akurana,Kandy,2006,4,16,351.5,1
Landslide,Akurana,Kandy,2006,4,18,351.5,1
Landslide,Imbulpe,Ratnapura,2006,7,3,291.0,1
Landslide,Kawatayamuna(GN),Matale,2006,1,2,90.0,1
Landslide,Walliwela(GN),Matale,2006,1,2,90.0,1
Landslide,Akurana,Kandy,2006,11,15,373.6,1
Landslide,Akurana,Kandy,2006,4,21,351.5,1
Landslide,Mandandawala(GN),Matale,2006,1,2,90.0,1
Landslide,Viharagama(GN),Matale,2006,1,2,90.0,1
Landslide,Sinhala Town(GN),Matale,2006,1,2,90.0,1
Landslide,Bandarapola(GN),Matale,2006,1,2,90.0,1
Landslide,Kirigalpotta(GN),Matale,2006,1,2,90.0,1
Landslide,Udapalatha,Kandy,2006,6,16,112.0,1
Landslide,Akurana,Kandy,2006,7,26,142.5,1
Landslide,Owalapolwatta(GN),Matale,2006,1,2,90.0,1
Landslide,Kadulawa(GN),Kurunegala,2006,1,17,62.0,1
Landslide,Devagiriya(GN),Kurunegala,2006,2,1,92.0,1
Landslide,Akurana,Kandy,2006,12,18,233.5,1
Landslide,Ranasgalla(GN),Kurunegala,2006,2,1,92.0,1
Landslide,Kahawatta,Ratnapura,2006,11,7,547.8,1
Landslide,Kahawatta,Ratnapura,2006,8,16,300.6,1
Landslide,Kahawatta,Ratnapura,2006,5,16,473.2,1
Landslide,Matale,Matale,2006,2,1,71.0,1
Landslide,Rattota,Matale,2006,2,1,71.0,1
Landslide,Ukuwela,Matale,2006,2,1,71.0,1
Landslide,Akurana,Kandy,2006,12,5,233.5,1
Landslide,Aranayaka,Kegalle,2006,11,16,314.0,1
Landslide,Akurana,Kandy,2006,12,11,233.5,1
Landslide,Ibbagamuwa,Kurunegala,2006,1,17,62.0,1
Landslide,Ibbagamuwa,Kurunegala,2006,1,2,62.0,1
Landslide,Akurana,Kandy,2006,12,13,233.5,1
Landslide,Panana(GN),Ratnapura,2006,7,11,291.0,0
Landslide,Aranayaka,Kegalle,2006,11,14,314.0,1
Landslide,Aranayaka,Kegalle,2006,11,13,314.0,1
Landslide,Akurana,Kandy,2006,12,10,233.5,1
Landslide,Harasgama(GN),Matale,2006,1,2,90.0,1
Landslide,Bandarawela,Badulla,2006,10,25,280.0,1
Landslide,Akurana,Kandy,2006,12,4,233.5,1
Landslide,Balangoda,Ratnapura,2006,11,2,547.8,1
Landslide,Bandarawela,Badulla,2006,11,15,279.0,1
Landslide,Bandarawela,Badulla,2006,11,20,279.0,1
Landslide,Kuruvita,Ratnapura,2006,10,29,561.4,1
Landslide,Bandarawela,Badulla,2006,11,27,279.0,1
Landslide,Mahagama(GN),Kurunegala,2006,1,15,62.0,1
Landslide,Bandarawela,Badulla,2006,11,19,279.0,1
Landslide,Yanthampalawa(GN),Kurunegala,2006,10,11,359.0,1
Landslide,Bandarawela,Badulla,2006,11,21,279.0,1
Landslide,Akurana,Kandy,2006,11,25,373.6,1
Landslide,Akurana,Kandy,2006,11,27,373.6,1
Landslide,Akurana,Kandy,2006,11,28,373.6,1
Landslide,Bandarawela,Badulla,2006,11,10,279.0,1
Landslide,Siyambalanduwa,Monaragala,2006,12,26,235.0,1
Landslide,Akurana,Kandy,2006,11,29,373.6,1
Landslide,Akurana,Kandy,2006,12,1,233.5,1
Landslide,Akurana,Kandy,2006,12,19,233.5,1
Landslide,Suduhumpola(GN),Kandy,2006,11,16,373.6,1
Landslide,Bandarawela,Badulla,2006,10,18,280.0,0
Landslide,Hathale(GN),Kandy,2006,2,11,148.2,1
Landslide,Idikada Arawa,Badulla,2006,11,20,279.0,1
Landslide,Kalupahana(GN),Badulla,2006,5,11,141.0,1
Landslide,Udapalatha,Kandy,2006,6,16,112.0,0
Landslide,Marangahawala(GN),Badulla,2006,4,20,169.0,1
Landslide,Koslanda(GN),Badulla,2006,12,14,223.0,1
Landslide,Beragala(GN),Badulla,2006,11,14,279.0,1
Landslide,Kalupahana(GN),Badulla,2006,10,29,280.0,1
Landslide,Galauda(GN),Badulla,2006,12,19,223.0,1
Landslide,Akurana,Kandy,2006,3,10,158.5,0
Landslide,Pussellewa(GN),Badulla,2006,12,20,223.0,1
Landslide,Kuttiyagolla(GN),Badulla,2006,10,12,280.0,1
Landslide,Idamegama(GN),Badulla,2006,12,25,223.0,1
Landslide,Ambagahadurawa,Badulla,2006,12,20,223.0,1
Landslide,Akurana,Kandy,2006,3,4,158.5,0
Landslide,Akurana,Kandy,2006,2,4,148.2,0
Landslide,Akurana,Kandy,2006,1,22,97.6,0
Landslide,Udapalatha,Kandy,2006,9,4,207.1,0
Landslide,Harispattuwa,Kandy,2006,5,24,302.6,0
Landslide,Medadumbara,Kandy,2006,4,18,351.5,0
Landslide,Medadumbara,Kandy,2006,4,29,351.5,0
Landslide,Janathapura north(GN),Badulla,2006,12,20,223.0,1
Landslide,Peessagama(GN),Badulla,2006,12,12,223.0,1
Landslide,Metigahathenna(GN),Badulla,2006,12,12,223.0,1
Landslide,94.b. yapamma(GN),Badulla,2006,11,1,279.0,1
Landslide,Karandagolla(GN),Badulla,2006,11,11,279.0,1
Landslide,Akurana,Kandy,2006,8,3,148.6,0
Landslide,Akurana,Kandy,2006,12,18,233.5,0
Landslide,Akurana,Kandy,2006,12,10,233.5,0
Landslide,Morathenna (GN),Kurunegala,2006,6,11,156.0,1
Landslide,Nuwara Eliya,Nuwara Eliya,2006,5,25,217.0,0
Landslide,Medadumbara,Kandy,2006,12,19,233.5,0
Landslide,Pathahewaheta,Kandy,2006,3,18,158.5,0
Landslide,Yatinuwara,Kandy,2006,1,4,97.6,0
Landslide,Pasbage Korale,Kandy,2006,10,1,469.2,0
Landslide,Andawala(GN),Matale,2006,1,16,90.0,1
Landslide,Rattota(GN),Matale,2006,12,29,185.0,1
Landslide,Udakanda,Matale,2006,4,11,205.0,1
Landslide,Panvila,Kandy,2006,1,16,97.6,0
Landslide,Dankanda(GN),Matale,2006,3,24,91.0,1
Landslide,Pallegama(GN),Matale,2006,10,1,341.0,1
Landslide,Pathahewaheta,Kandy,2006,12,17,233.5,0
Landslide,Pupula(GN),Badulla,2006,11,11,279.0,1
Landslide,Pathahewaheta,Kandy,2006,1,12,97.6,0
Landslide,Morahene,Matale,2006,5,11,133.0,1
Landslide,Kirimetiyawa(GN),Matale,2006,5,11,133.0,1
Landslide,Kalingamada(GN),Matale,2006,5,11,133.0,1
Landslide,Polwatta(GN),Matale,2006,2,11,71.0,1
Landslide,Rusigama Ihalagama(GN),Matale,2006,6,26,111.0,1
Landslide,Welyaya,Matale,2006,10,12,341.0,1
Landslide,Metiwalathenna,Matale,2006,10,12,341.0,1
Landslide,Buluwalakanda (GN),Kurunegala,2006,5,11,194.0,1
Landslide,Mirissala (GN),Kurunegala,2006,11,18,327.0,1
Landslide,Pusselikanda (GN),Kurunegala,2006,11,20,327.0,1
Landslide,Colombo-Badulla railway,Badulla,2006,11,17,279.0,1
Landslide,Akurana,Kandy,2006,12,13,233.5,0
Landslide,Kalingamada(GN),Matale,2006,5,26,133.0,1
Landslide,Kothmale,Nuwara Eliya,2006,4,15,245.0,0
Landslide,Rawana Ella(GN),Badulla,2006,11,11,279.0,1
Landslide,Idamegama(GN),Badulla,2006,11,11,279.0,1
Landslide,Bandarawela,Badulla,2006,1,12,139.0,1
Landslide,Perera MW,Badulla,2006,1,12,139.0,1
Landslide,Mahaulpatha(GN),Badulla,2006,5,12,141.0,1
Landslide,Bandarawela Town,Badulla,2006,10,30,280.0,1
Landslide,Lunugala,Badulla,2006,12,20,223.0,0
Landslide,Kegalle,Kegalle,2006,12,4,156.0,0
Landslide,Rattota,Matale,2006,8,24,109.0,0
Landslide,Kolathenna,Badulla,2006,11,25,279.0,1
Landslide,Bandarawela,Badulla,2006,11,29,279.0,1
Landslide,Rathmalgas Ella,Badulla,2006,11,29,279.0,1
Landslide,Bandarawela,Badulla,2006,11,22,279.0,1
Landslide,Kolathenna,Badulla,2006,11,22,279.0,1
Landslide,kebillawela(GN),Badulla,2006,1,12,139.0,1
Landslide,Kebillawela North(GN),Badulla,2006,12,18,223.0,1
Landslide,Inikam Bedda(GN),Badulla,2006,10,12,280.0,1
Landslide,Bandarawela(GN),Badulla,2006,5,12,141.0,1
Landslide,Kamburadeniya,Kegalle,2006,12,11,156.0,1
Landslide,Bandarawela,Badulla,2006,11,30,279.0,1
Landslide,Ambewela,Badulla,2006,11,30,279.0,1
Landslide,Watagamuwa(GN),Badulla,2006,2,11,94.0,1
Landslide,Thepal Kanda Area,Badulla,2006,10,27,280.0,1
Landslide,Badde Arawa(GN),Badulla,2006,5,12,141.0,1
Landslide,Inikam Bedda(GN),Badulla,2006,11,22,279.0,1
Landslide,Ambadandegama(GN),Badulla,2006,11,22,279.0,1
Landslide,Bandarawela,Badulla,2006,11,25,279.0,1
Landslide,Kegalle,Kegalle,2006,10,23,374.0,0
Landslide,Bulathkohupitiya,Kegalle,2006,10,23,374.0,0
Landslide,Rideegama,Kurunegala,2006,10,28,359.0,0
Landslide,Rideegama,Kurunegala,2006,10,30,359.0,0
Landslide,Palleperuwa(GN),Badulla,2006,11,11,279.0,1
Landslide,Demodara(GN),Badulla,2006,11,11,279.0,1
Landslide,yahalawela(GN),Badulla,2006,11,11,279.0,1
Landslide,Halpe(GN),Badulla,2006,11,11,279.0,1
Landslide,Udakubalwela(GN),Badulla,2006,11,11,279.0,1
Landslide,Kirinda(GN),Badulla,2006,11,11,279.0,1
Landslide,Navulla(GN),Badulla,2006,11,11,279.0,1
Landslide,Newberg(GN),Badulla,2006,11,11,279.0,1
Landslide,Kithalella(GN),Badulla,2006,11,11,279.0,1
Landslide,Dodamgoda(GN),Badulla,2006,11,11,279.0,1
Landslide,Nawela West(GN),Badulla,2006,11,11,279.0,1
Landslide,Beddewela(GN),Badulla,2006,11,11,279.0,1
Landslide,Dowa(GN),Badulla,2006,11,11,279.0,1
Landslide,Piyarapandoowa(GM),Badulla,2006,11,11,279.0,1
Landslide,Hettipola(GN),Badulla,2006,11,11,279.0,1
Landslide,Gawarawela(GN),Badulla,2006,11,11,279.0,1
Landslide,Pupula East(GN),Badulla,2006,11,11,279.0,1
Landslide,Ella(GN),Badulla,2006,11,11,279.0,1
Landslide,Yahalawela(GN),Badulla,2006,11,11,279.0,1
Landslide,Ilukpelessa(GN),Badulla,2006,11,11,279.0,1
Landslide,Maduragama(GN),Badulla,2006,11,11,279.0,1
Landslide,Nawela East(GN),Badulla,2006,11,11,279.0,1
Landslide,Pathadumbara,Kandy,2006,10,19,469.2,0
Landslide,Uva Paranagama,Badulla,2006,2,2,94.0,0
Landslide,Laggala-Pallegama,Matale,2006,12,12,185.0,0
Landslide,Ruwanwella,Kegalle,2006,10,23,374.0,0
Landslide,Ballaketuwa(GN),Badulla,2006,11,11,279.0,1
Landslide,Walapane,Nuwara Eliya,2006,1,14,130.0,0
Landslide,Akuressa,Matara,2006,10,20,268.0,0
Landslide,Pathadumbara,Kandy,2006,12,20,233.5,0
Landslide,Amunakole (GN),Kurunegala,2006,11,30,327.0,1
Landslide,Halmillakotuwa (GN),Kurunegala,2006,11,29,327.0,1
Landslide,Bamunugama (GN),Kurunegala,2006,5,11,194.0,1
Landslide,Baladora (GN),Kurunegala,2006,11,22,327.0,1
Landslide,Aralugaswewa (GN),Kurunegala,2006,4,11,262.0,1
Landslide,Ranasgalla(GN),Kurunegala,2006,2,1,92.0,0
Landslide,Boragange,Kurunegala,2006,5,10,194.0,1
Landslide,Mariela,Kurunegala,2006,5,10,194.0,1
Landslide,Mahagama(GN),Kurunegala,2006,1,15,62.0,0
Landslide,Devagiriya(GN),Kurunegala,2006,2,1,92.0,0
Landslide,Kadulawa(GN),Kurunegala,2006,1,17,62.0,0
Landslide,Dunkolawatta(GN),Matale,2006,1,2,90.0,0
Landslide,Imbulandanda(GN),Matale,2006,1,2,90.0,0
Landslide,Iriyagolla(GN),Matale,2006,1,2,90.0,0
Landslide,Wariyapola(GN),Matale,2006,1,2,90.0,0
Landslide,Puwakpitiya(GN),Matale,2006,1,2,90.0,0
Landslide,Galwadukumbura(GN),Matale,2006,1,2,90.0,0
Landslide,Golahenwatta(GN),Matale,2006,1,2,90.0,0
Landslide,Sinhala Town(GN),Matale,2006,1,2,90.0,0
Landslide,Viharagama(GN),Matale,2006,1,2,90.0,0
Landslide,Owalapolwatta(GN),Matale,2006,1,2,90.0,0
Landslide,Walliwela(GN),Matale,2006,1,2,90.0,0
Landslide,Hulangamuwa North(GN),Matale,2006,1,2,90.0,0
Landslide,Bungiriya(GN),Ratnapura,2006,5,16,473.2,0
Landslide,Nugawela West(GN),Ratnapura,2006,8,16,300.6,0
Landslide,Waduressa (GN),Kurunegala,2006,11,25,327.0,1
Landslide,Bamunugama (GN),Kurunegala,2006,11,18,327.0,1
Landslide,Waduressa (GN),Kurunegala,2006,11,13,327.0,1
Landslide,Vinikuliya (GN),Kurunegala,2006,8,11,93.0,1
Landslide,Kahagala(GN),Matale,2006,12,12,185.0,1
Landslide,Rankethgama(GN),Anuradhapura,2006,11,17,237.5,1
Landslide,Rankethgama(GN),Anuradhapura,2006,11,19,237.5,1
Landslide,Rankethgama(GN),Anuradhapura,2006,11,18,237.5,1
Landslide,Kabulumulla(GN),Kegalle,2006,11,26,314.0,1
Landslide,Yatiyanthota(GN),Kegalle,2006,11,26,314.0,1
Landslide,Dombepola(GN),Kegalle,2006,11,26,314.0,1
Landslide,Batuvita(GN),Kegalle,2006,10,23,374.0,1
Landslide,Gonaramba(GN),Kegalle,2006,10,23,374.0,1
Landslide,Daluwalana(GN),Kegalle,2006,10,23,374.0,1
Landslide,Palle Kanugala(GN),Kegalle,2006,10,23,374.0,1
Landslide,Amithirigala South(GN),Kegalle,2006,10,23,374.0,1
Landslide,Nugawela West(GN),Ratnapura,2006,7,11,291.0,0
Landslide,Kadigamuwa(GN),Kegalle,2006,10,23,374.0,1
Landslide,Wendala(GN),Kegalle,2006,10,23,374.0,1
Landslide,Udahena(GN),Kurunegala,2006,10,30,359.0,1
Landslide,Galbindinaela (GN),Kurunegala,2006,12,18,139.0,1
Landslide,Nelaulla (GN),Kurunegala,2006,12,20,139.0,1
Landslide,Warakawehera (GN),Kurunegala,2006,11,16,327.0,1
Landslide,Rambadagalla (GN),Kurunegala,2006,11,16,327.0,1
Landslide,Balagala (GN),Kurunegala,2006,11,20,327.0,1
Landslide,Kandegedara (GN),Kurunegala,2006,11,20,327.0,1
Landslide,Jankure (GN),Kurunegala,2006,11,18,327.0,1
Landslide,Buluwala (GN),Kurunegala,2006,11,20,327.0,1
Landslide,Hunugalkadulla (GN),Kurunegala,2006,10,28,359.0,1
Landslide,Rambadagalla (GN),Kurunegala,2006,12,11,139.0,1
Landslide,Lewangama North(GN),Kegalle,2006,10,23,374.0,1
Landslide,Haputhalegama(GN),Badulla,2006,11,17,279.0,1
Landslide,Ranjallawa(GN),Badulla,2006,11,17,279.0,1
Landslide,Galkanda(GN),Badulla,2006,11,17,279.0,1
Landslide,Rattota,Matale,2006,2,1,71.0,0
Landslide,Ukuwela,Matale,2006,2,1,71.0,0
Landslide,Ibbagamuwa,Kurunegala,2006,1,17,62.0,0
Landslide,Ibbagamuwa,Kurunegala,2006,1,2,62.0,0
Landslide,Kuliyapitiya East,Kurunegala,2006,1,2,62.0,0
Landslide,Batawatta(GN),Badulla,2006,12,20,223.0,1
Landslide,Walpola (GN),Matale,2006,12,20,185.0,1
Landslide,Wadumulla,Kegalle,2006,4,12,197.0,1
Landslide,Narangoda(GN),Kegalle,2006,11,17,314.0,1
Landslide,Mirissala(GN),Kurunegala,2006,11,16,327.0,1
Landslide,Thalgamuwa(GN),Kegalle,2006,11,15,314.0,1
Landslide,Near the Katharagama Devol,Nuwara Eliya,2006,11,15,331.0,1
Landslide,Matale,Matale,2006,2,1,71.0,0
Landslide,Ogastawatta(GN),Kandy,2006,11,17,373.6,1
Landslide,Godella Gedara Watta,Kaluthara,2006,10,29,203.2,1
Landslide,Bandarawela,Badulla,2006,10,18,280.0,1
Landslide,Daharmapala Mawata,Badulla,2006,10,18,280.0,1
Landslide,Pahala Owala(GN),Matale,2006,8,24,109.0,1
Landslide,Amanawala(GN),Kegalle,2006,6,20,234.0,1
Landslide,Hakbellawaka(GN),Kegalle,2006,6,20,234.0,1
Landslide,Kithulgala North(GN),Kegalle,2006,6,20,234.0,1
Landslide,Malalpola(GN),Kegalle,2006,6,20,234.0,1
Landslide,Udadumbara,Kandy,2006,12,15,233.5,0
Landslide,Panvila,Kandy,2006,1,13,97.6,0
Landslide,Panvila,Kandy,2006,9,4,207.1,0
Landslide,Siyambalanduwa,Monaragala,2006,7,27,113.0,0
Landslide,Medawela West(GN),Badulla,2006,11,11,279.0,1
Landslide,Galwala,Badulla,2006,11,25,279.0,1
Landslide,Kahawatta,Ratnapura,2006,5,16,473.2,0
Landslide,Neluwakkana(GN),Kegalle,2006,10,23,374.0,1
Landslide,Haputhale(GN),Badulla,2006,11,17,279.0,1
Landslide,Elamaldeniya(GN),Kegalle,2006,12,11,156.0,1
Landslide,Tholangamuwa(GN),Kegalle,2006,12,11,156.0,1
Landslide,Maha Pallegama(GN),Kegalle,2006,12,11,156.0,1
Landslide,Othnapitiya(GN),Kegalle,2006,12,11,156.0,1
Landslide,Mampita(GN),Kegalle,2006,12,11,156.0,1
Landslide,Thambadiya(GN),Kegalle,2006,12,11,156.0,1
Landslide,Lunuwatta (GN),Badulla,2006,12,11,223.0,1
Landslide,Unapanna (GN),Badulla,2006,12,11,223.0,1
Landslide,Bopitigoda(GN),Ratnapura,2006,7,11,291.0,1
Landslide,Kongasthenna(GN),Ratnapura,2006,7,11,291.0,1
Landslide,Narangala (GN),Kegalle,2006,10,23,374.0,1
Landslide,Kahawatta,Ratnapura,2006,8,16,300.6,0
Landslide,Uduwa (GN),Kegalle,2006,10,23,374.0,1
Landslide,Rangalla(GN),Kegalle,2006,10,23,374.0,1
Landslide,Punehela(GN),Kegalle,2006,10,23,374.0,1
Landslide,Urumeewala(GN),Kegalle,2006,10,23,374.0,1
Landslide,Kananagamuwa(GN),Kegalle,2006,10,23,374.0,1
Landslide,Panapitiya(GN),Kegalle,2006,10,23,374.0,1
Landslide,Alawathura(GN),Kegalle,2006,10,23,374.0,1
Landslide,Ambuwakka(GN),Kegalle,2006,10,23,374.0,1
Landslide,Haloluwa(GN),Kegalle,2006,10,23,374.0,1
Landslide,Bulathkohupitiya(GN),Kegalle,2006,10,23,374.0,1
Landslide,Ambamalla(GN),Kegalle,2006,10,23,374.0,1
Landslide,Udapotha(GN),Kegalle,2006,10,23,374.0,1
Landslide,Kendawa(GN),Kegalle,2006,10,23,374.0,1
Landslide,Nevimiyar Ihala(GN),Kegalle,2006,10,23,374.0,1
Landslide,Athagala rd,Badulla,2006,11,25,279.0,1
Landslide,Bandarawela,Badulla,2006,10,27,280.0,1
Landslide,Heel Oya,Badulla,2006,10,27,280.0,1
Landslide,Galigamuwa,Kegalle,2006,12,4,156.0,0
Landslide,Ukuwela,Matale,2006,12,20,185.0,0
Landslide,Ukuwela,Matale,2006,12,20,185.0,1
Landslide,Koholanwala(GN),Matale,2006,12,20,185.0,1
Landslide,Kinigama(GN),Matale,2006,12,20,185.0,1
Landslide,Walpola(GN),Matale,2006,12,20,185.0,1
Landslide,Kothmale,Nuwara Eliya,2006,12,4,235.0,0
Landslide,Yatawatta,Matale,2006,12,21,185.0,0
Landslide,Dangalla kanda,Hambantota,2006,4,11,118.0,1
Landslide,Kuruvita,Ratnapura,2006,10,21,561.4,0
Landslide,Kothmale,Nuwara Eliya,2006,12,5,235.0,0
Landslide,Yatawatta,Matale,2006,12,19,185.0,0
Landslide,Hanguranketha,Nuwara Eliya,2006,12,25,235.0,0
Landslide,Niyagama,Galle,2006,12,7,155.0,0
Landslide,Baddegama,Galle,2006,8,13,218.0,0
Landslide,Thalangama(GN),Ratnapura,2006,11,11,547.8,1
Landslide,Ballakatuwa(GN),Nuwara Eliya,2006,4,12,245.0,1
Landslide,Walpola (GN),Matale,2006,12,21,185.0,1
Landslide,Suduhumpola(GN),Kandy,2006,11,15,373.6,1
Landslide,Imbulpe,Ratnapura,2006,7,3,291.0,0
Landslide,Imbulpe,Ratnapura,2006,6,22,300.3,0
Landslide,Imbulpe,Ratnapura,2006,3,11,273.9,0
Landslide,Millagahamula(GN),Kandy,2006,11,11,373.6,1
Landslide,Nawanagala (GN),Kandy,2006,1,23,97.6,1
Landslide,Gunembill(GN),Kandy,2006,1,14,97.6,1
Landslide,Deraniyagala,Kegalle,2006,10,23,374.0,0
Landslide,Dolapihilla North (GN),Kandy,2006,11,18,373.6,1
Landslide,Uva Paranagama,Badulla,2006,12,28,223.0,0
Landslide,Uva Paranagama,Badulla,2006,6,19,54.0,0
Landslide,Miyanavita(GN),Kegalle,2006,10,23,374.0,1
Landslide,Wethalawa(GN),Badulla,2006,12,19,223.0,1
Landslide,Pitiyakumbura(GN),Badulla,2006,12,19,223.0,1
Landslide,Puspane(GN),Kegalle,2006,10,23,374.0,1
Landslide,Andara(GN),Kegalle,2006,4,12,197.0,1
Landslide,Wadumulla,Kegalle,2006,6,12,234.0,1
Landslide,Ranasinghagama(GN),Badulla,2006,4,12,169.0,1
Landslide,Aludeniya (GN),Kandy,2006,11,19,373.6,1
Landslide,Polwatta (GN),Kandy,2006,11,19,373.6,1
Landslide,Gampola(GN),Kandy,2006,12,11,233.5,1
Landslide,Walpalagolla South (GN),Kandy,2006,10,30,469.2,1
Landslide,Walpalagolla North (GN),Kandy,2006,10,30,469.2,1
Landslide,Eriyagasthenna (GN),Kandy,2006,1,14,97.6,1
Landslide,Kithuldora (GN),Kandy,2006,10,26,469.2,1
Landslide,Pttapola Ihalagama (GN),Kandy,2006,10,26,469.2,1
Landslide,Deraniyagala South (GN),Kegalle,2006,10,23,374.0,1
Landslide,Helaudakanda (GN),Ratnapura,2006,8,15,300.6,1
Landslide,Maggona (GN),Kaluthara,2006,10,23,203.2,1
Landslide,Uluvitike(GN),Galle,2006,5,11,291.0,1
Landslide,Welandagoda(GN),Hambantota,2006,3,11,67.0,1
Landslide,Lunugala,Badulla,2006,12,12,223.0,0
Landslide,Rammala(GN),Hambantota,2006,4,11,118.0,1
Landslide,Welandagoda(GN),Hambantota,2006,4,11,118.0,1
Landslide,Dehigahahena(GN),Hambantota,2006,4,11,118.0,1
Landslide,Bandarawela,Badulla,2006,10,27,280.0,0
Landslide,Bandarawela,Badulla,2006,10,25,280.0,0
Landslide,Peradeniya(GN),Kandy,2006,11,11,373.6,1
Landslide,Damunugasthenna (GN),Kandy,2006,11,18,373.6,1
Landslide,Kendakaduwa(GN),Kandy,2006,4,11,351.5,1
Landslide,Aniwatta West(GN),Kandy,2006,11,11,373.6,1
Landslide,Madyagama,Ratnapura,2006,6,22,300.3,1
Landslide,Kumburutheniwela (GN),Ratnapura,2006,11,3,547.8,1
Landslide,Bopitigoda (GN),Ratnapura,2006,7,11,291.0,1
Landslide,Panana(GN),Ratnapura,2006,7,11,291.0,1
Landslide,Madumana (GN),Nuwara Eliya,2006,12,1,235.0,1
Landslide,Kolonyaya (GN),Kandy,2006,12,1,233.5,1
Landslide,Minipe,Kandy,2006,1,12,97.6,0
Landslide,Middeniya (GN),Hambantota,2006,11,16,237.0,1
Landslide,Galagedara (GN),Kandy,2006,11,19,373.6,1
Landslide,Haputhale (GN),Kandy,2006,11,20,373.6,1
Landslide,Bellankanda (GN),Ratnapura,2006,11,25,547.8,1
Landslide,Bolthumbe (GN),Ratnapura,2006,11,25,547.8,1
Landslide,Dethanagala,Ratnapura,2006,6,22,300.3,1
Landslide,Pinnawala (GN),Ratnapura,2006,11,25,547.8,1
Landslide,Koholanwala(GN),Matale,2006,1,11,90.0,1
Landslide,Kinigama(GN),Matale,2006,1,11,90.0,1
Landslide,Kaluganga(GN),Matale,2006,1,11,90.0,1
Landslide,Dehupitiya(GN),Matale,2006,1,11,90.0,1
Landslide,Naula(GN),Matale,2006,1,11,90.0,1
Landslide,Pandivita(GN),Matale,2006,1,11,90.0,1
Landslide,Kahagala(GN),Matale,2006,11,20,306.0,1
Landslide,Galkanda(GN),Badulla,2006,11,20,279.0,1
Landslide,Palagolla (GN),Nuwara Eliya,2006,5,3,217.0,1
Landslide,Hunugalawatta,Matale,2006,1,14,90.0,1
Landslide,Kothmale,Nuwara Eliya,2006,3,5,120.0,0
Landslide,Wegapitiya (GN),Ratnapura,2006,7,11,291.0,1
Landslide,Gangodakanda (GN),Ratnapura,2006,8,11,300.6,1
Landslide,Wattegedara(GN),Kegalle,2006,10,23,374.0,1
Landslide,Bolthumbe (GN),Ratnapura,2006,3,7,273.9,1
Landslide,Meneripitiya (GN),Ratnapura,2006,10,29,561.4,1
Landslide,Wewessa (GN),Badulla,2006,10,22,280.0,1
Landslide,Bandarawela (GN),Badulla,2006,10,18,280.0,1
Landslide,Meneripitiya (GN),Ratnapura,2006,10,21,561.4,1
Landslide,Kelaniya,Gampaha,2006,6,17,231.0,1
Landslide,Maya Mw.,Gampaha,2006,6,17,231.0,1
Landslide,Paradeka(GN),Kandy,2006,12,11,233.5,1
Landslide,Wathura(GN),Kegalle,2006,4,12,197.0,1
Landslide,Haldummulla(GN),Badulla,2006,4,12,169.0,1
Landslide,Wewessa (GN),Badulla,2006,11,28,279.0,1
Landslide,Hali-Ela(GN),Badulla,2006,11,28,279.0,1
Landslide,Maussagolla(GN),Badulla,2006,11,28,279.0,1
